Passio S Valentini Interamnensis,"Rome, Vallicelliana, T.III Part 1"
Passio S Iulianae,"Rome, Vallicelliana, T.III Part 1"
"Ambrose Autpert, Sermo de S Matthia","Rome, Vallicelliana, T.III Part 1"
"Bertarius, Sermo de S Scholastica","Rome, Vallicelliana, T.III Part 1"
Vita S Gregorii,"Rome, Vallicelliana, T.III Part 1"
"Gregory the Great, Vita S Benedicti","Rome, Vallicelliana, T.III Part 1"
Gospel of Pseudo-Matthew,"Rome, Vallicelliana, T.III Part 1"
Martyrdom of Mark,"Rome, Vallicelliana, T.III Part 1"
Passio S Georgii,"Rome, Vallicelliana, T.III Part 1"
Martyrdom of Philip,"Rome, Vallicelliana, T.III Part 1"
Martyrdom of James the Less,"Rome, Vallicelliana, T.III Part 1"
Invention of the Cross,"Rome, Vallicelliana, T.III Part 1"
Gospel of Nicodemus,"Cambridge, UL, Dd.III.16+Ff.II.8+Oo.VI.48"
Gospel of Pseudo-Matthew,"Cambridge, UL, Dd.III.16+Ff.II.8+Oo.VI.48"
Letter of Prester John,"Cambridge, UL, Dd.III.16+Ff.II.8+Oo.VI.48"
Poems,"Cambridge, UL, Dd.III.16+Ff.II.8+Oo.VI.48"
"Ps-Turpin, Historia Caroli Magni","Cambridge, UL, Dd.III.16+Ff.II.8+Oo.VI.48"
Quaedam Historica de Machumeto,"Cambridge, UL, Dd.III.16+Ff.II.8+Oo.VI.48"
Life of Judas,"Cambridge, UL, Dd.III.16+Ff.II.8+Oo.VI.48"
Life of Pilate,"Cambridge, UL, Dd.III.16+Ff.II.8+Oo.VI.48"
Vengeance of the Savior,"Cambridge, UL, Dd.III.16+Ff.II.8+Oo.VI.48"
De Forma et Statura Iesu Christi,"Cambridge, UL, Dd.III.16+Ff.II.8+Oo.VI.48"
"Walter Gray, Canons","Cambridge, UL, Dd.III.16+Ff.II.8+Oo.VI.48"
Secretum Secretorum,"Cambridge, UL, Dd.III.16+Ff.II.8+Oo.VI.48"
"Notes on Aristotle, De animalibus","Cambridge, UL, Dd.III.16+Ff.II.8+Oo.VI.48"
Tractatus de Penitencia,"Cambridge, UL, Dd.III.16+Ff.II.8+Oo.VI.48"
Commentaries on Scriptures for Sundays & Holidays,"Cambridge, UL, Dd.III.16+Ff.II.8+Oo.VI.48"
Ret elskovens dyd,"Copenhagen, Arn. Inst., AM 76, 8°"
Songs to the Virgin Mary,"Copenhagen, Arn. Inst., AM 76, 8°"
Song to St Nicholas,"Copenhagen, Arn. Inst., AM 76, 8°"
Verses,"Copenhagen, Arn. Inst., AM 76, 8°"
My Heart Doth Burn,"Copenhagen, Arn. Inst., AM 76, 8°"
Verses,"Copenhagen, Arn. Inst., AM 76, 8°"
Communion Hymn,"Copenhagen, Arn. Inst., AM 76, 8°"
Seventy-Two Names of the Virgin Mary,"Copenhagen, Arn. Inst., AM 76, 8°"
Alphabetical Hymn to the Virgin Mary,"Copenhagen, Arn. Inst., AM 76, 8°"
Three Masses of St Nicholas for Times of Distress,"Copenhagen, Arn. Inst., AM 76, 8°"
On the Seven Petitions of the Pater Noster,"Copenhagen, Arn. Inst., AM 76, 8°"
Articles of Faith,"Copenhagen, Arn. Inst., AM 76, 8°"
Per se prima,"Copenhagen, Arn. Inst., AM 76, 8°"
Roman & Arabic Numerals,"Copenhagen, Arn. Inst., AM 76, 8°"
Notatio fygh,"Copenhagen, Arn. Inst., AM 76, 8°"
Song in Praise of the Virgin Mary,"Copenhagen, Arn. Inst., AM 76, 8°"
All My Limbs,"Copenhagen, Arn. Inst., AM 76, 8°"
Ave Maria,"Copenhagen, Arn. Inst., AM 76, 8°"
Disciplina Scholarium,"Copenhagen, Arn. Inst., AM 76, 8°"
"Treatises on the Body, Soul & Mind","Copenhagen, Arn. Inst., AM 76, 8°"
On the Seven Last Words of Our Lord,"Copenhagen, Arn. Inst., AM 76, 8°"
Our Lord's Twelve Gifts to Mankind,"Copenhagen, Arn. Inst., AM 76, 8°"
Our Lord's Seven Bleedings as Remedies against the Seven Deadly Sins,"Copenhagen, Arn. Inst., AM 76, 8°"
Aspergaris Aqua,"Copenhagen, Arn. Inst., AM 76, 8°"
Numerical Value of Roman figures,"Copenhagen, Arn. Inst., AM 76, 8°"
"Robert Holkot, Super Sapientiam Salomonis","Copenhagen, Arn. Inst., AM 76, 8°"
Mnemonics,"Copenhagen, Arn. Inst., AM 76, 8°"
Sermon for First Sunday after Trinity,"Copenhagen, Arn. Inst., AM 76, 8°"
Song of Songs,"Copenhagen, Arn. Inst., AM 76, 8°"
Mnemonics for Introits for Sundays throughout the Year,"Copenhagen, Arn. Inst., AM 76, 8°"
Candida tritica,"Copenhagen, Arn. Inst., AM 76, 8°"
"Definitions of canon, lex, & latinum","Copenhagen, Arn. Inst., AM 76, 8°"
"On Faith, Virtues, & the Soul","Copenhagen, Arn. Inst., AM 76, 8°"
Latin-Old Danish Vocabulary,"Copenhagen, Arn. Inst., AM 76, 8°"
On Faith & on Fools,"Copenhagen, Arn. Inst., AM 76, 8°"
Seven Occurrences of Dominus vobiscum in the Mass,"Copenhagen, Arn. Inst., AM 76, 8°"
What Every Christian Needs to Remember,"Copenhagen, Arn. Inst., AM 76, 8°"
Indulgence for Fasting on Twelve Specified Fridays,"Copenhagen, Arn. Inst., AM 76, 8°"
"Poem on Three Sisters Fides, Spes, & Caritas","Copenhagen, Arn. Inst., AM 76, 8°"
My Heart Doth Burn,"Copenhagen, Arn. Inst., AM 76, 8°"
"Christ, Thou Art Both the Light and Day","Copenhagen, Arn. Inst., AM 76, 8°"
Prayers,"Copenhagen, Arn. Inst., AM 76, 8°"
Charms,"Copenhagen, Arn. Inst., AM 76, 8°"
Macaronic song in praise of the Virgin Mary,"Copenhagen, Arn. Inst., AM 76, 8°"
Mnemonics,"Copenhagen, Arn. Inst., AM 76, 8°"
Book of Lucidarius,"Copenhagen, Arn. Inst., AM 76, 8°"
Mass for the Visitation of Mary,"Copenhagen, Arn. Inst., AM 76, 8°"
Gospel of Pseudo-Matthew,"Copenhagen, Arn. Inst., AM 76, 8°"
"Elisabeth of Schönau, Liber viarum Dei","Copenhagen, Arn. Inst., AM 76, 8°"
Poem in Praise of the Virgin Mary,"Copenhagen, Arn. Inst., AM 76, 8°"
Magic Formulae,"Copenhagen, Arn. Inst., AM 76, 8°"
School Song,"Copenhagen, Arn. Inst., AM 76, 8°"
"Notes on Alleluia, Kyrie eleison, hossanna, and sabaoth","Copenhagen, Arn. Inst., AM 76, 8°"
Litany of the Saints,"Copenhagen, Arn. Inst., AM 76, 8°"
Seven Penitential Psalms,"Copenhagen, Arn. Inst., AM 76, 8°"
Litany of the Saints,"Copenhagen, Arn. Inst., AM 76, 8°"
Hymns,"Copenhagen, Arn. Inst., AM 76, 8°"
Poem on the Bad Character of Womankind,"Copenhagen, Arn. Inst., AM 76, 8°"
Sermons,"Copenhagen, Arn. Inst., AM 76, 8°"
Gospel of Pseudo-Matthew,"Paris, BNF, lat. 13781"
Infancy Gospel of Thomas,"Paris, BNF, lat. 13781"
Gospel of Nicodemus,"Paris, BNF, lat. 13781"
Transitus of Mary (Ps-Melito),"Paris, BNF, lat. 13781"
Nativity of Mary,"Oxford, Bodleian, Rawlinson D. 1236"
Gospel of Pseudo-Matthew,"Oxford, Bodleian, Rawlinson D. 1236"
Infancy Gospel of Thomas,"Oxford, Bodleian, Rawlinson D. 1236"
Miracles of Jesus,"Oxford, Bodleian, Rawlinson D. 1236"
Transitus of Mary (Ps-Melito),"Oxford, Bodleian, Rawlinson D. 1236"
De aedificatione templi domini et origine ligni crucis,"Oxford, Bodleian, Rawlinson D. 1236"
Gospel of Nicodemus,"Oxford, Bodleian, Rawlinson D. 1236"
Vengeance of the Savior,"Oxford, Bodleian, Rawlinson D. 1236"
"Alexander Neckam, Tractatus super Ave Maris stella","Durham, CL, B.IV.30"
"Peter Comestor, Sermo de conceptione Virginis Mariae","Durham, CL, B.IV.30"
Miracles of the Virgin,"Durham, CL, B.IV.30"
Gospel of Pseudo-Matthew,"Durham, CL, B.IV.30"
"Nicholaus de Hanapis, Concordantia realis de Historiis Biblie","Durham, CL, B.IV.30"
Summa Bibliorum versibus rhythmicis comprehensa,"Durham, CL, B.IV.30"
"Ps-Bonaventure, Quidam libellus qui dicitur Stimulus Amoris","Durham, CL, B.IV.30"
Quidam tractatus de Scaccario moralis,"Durham, CL, B.IV.30"
"Odo of Cheriton, Parabolae","Durham, CL, B.IV.30"
Verses,"Durham, CL, B.IV.30"
Kalendar,"Oxford, Balliol College 228"
"Jacobus de Voragine, Golden Legend","Oxford, Balliol College 228"
Life of Adam & Eve,"Oxford, Balliol College 228"
Gospel of Pseudo-Matthew,"Oxford, Balliol College 228"
Infancy Gospel of Thomas,"Oxford, Balliol College 228"
"Walter of Cantilupe, Omnis etas hominum","Oxford, Balliol College 228"
Quidam tractatus de Confessionibus,"Oxford, Balliol College 228"
Constituciones Alexandri Coventrensis ecclesie ministerii,"Oxford, Balliol College 228"
Quidam tractatus de ii criminalibus,"Oxford, Balliol College 228"
Questiones de Sacramentis ecclesie,"Oxford, Balliol College 228"
De Ihesu Christo sermo,"Oxford, Balliol College 228"
Speculum ecclesie,"Oxford, Balliol College 228"
Theological Excerpts,"Oxford, Balliol College 228"
Sermons,"Oxford, Balliol College 228"
Distincciones misse,"Oxford, Balliol College 228"
Apocalypse of Paul,"Oxford, Balliol College 228"
De Penitencia,"Oxford, Balliol College 228"
Four Daughters of God,"Oxford, Balliol College 228"
Exempla,"Oxford, Balliol College 228"
"Gregory the Great, Dialogues","Oxford, Balliol College 228"
Lives of Saints,"Oxford, Balliol College 228"
Miracles of the Virgin,"Oxford, Balliol College 228"
Vitas Patrum,"Oxford, Balliol College 228"
"Grosseteste, Templum Domini","Oxford, Balliol College 228"
Theological Excerpts,"Oxford, Balliol College 228"
Lections for the Blessed Virgin Mary,"Graz, UB 56, II"
Lections In festo corporis et sanguinis Domini,"Graz, UB 56, II"
Gospel of Pseudo-Matthew,"Graz, UB 56, II"
Invencione S Stephani protomartyris,"Graz, UB 56, II"
"Urban IV, Transiturus de hoc mundo","Graz, UB 65, Parts 4-5"
Gospel of Pseudo-Matthew,"Graz, UB 65, Parts 4-5"
"Urban IV, Transiturus de hoc mundo","Graz, UB 83, Part 1"
Gospel of Pseudo-Matthew,"Graz, UB 83, Part 1"
Passio S Afrae,"Graz, UB 83, Part 1"
Exaltation of the Cross,"Graz, UB 83, Part 1"
Passio S Catherinae,"Graz, UB 83, Part 1"
Vita S Nicolai,"Graz, UB 83, Part 1"
Vita S Gregorii,"Graz, UB 83, Part 1"
Vita S Maria,"Graz, UB 83, Part 1"
Sermons,"Graz, UB 83, Part 1"
Passio S Ursula,"Graz, UB 83, Part 1"
"Sulpicius Severus, Vita S Martini","Graz, UB 83, Part 1"
Vita S Elizabethae,"Graz, UB 83, Part 1"
Passio S Margaretae,"Graz, UB 83, Part 1"
"Innocent VI, Epistola de lancea et clavis Christi","Graz, UB 83, Part 1"
Passio S Dorotheae,"Graz, UB 83, Part 1"
Tables on the Bible,"Klosterneuburg, Stiftsbibliothek 193"
"Alexander de Villedieu, Argumenta","Klosterneuburg, Stiftsbibliothek 193"
"Alexander de Villedieu, Tables on the Bible","Klosterneuburg, Stiftsbibliothek 193"
Sermons,"Klosterneuburg, Stiftsbibliothek 193"
"Maximus of Turin, Sermons","Klosterneuburg, Stiftsbibliothek 193"
"Leo, Sermons","Klosterneuburg, Stiftsbibliothek 193"
"Fulgentius, Sermons","Klosterneuburg, Stiftsbibliothek 193"
"Serverianus, Sermo in festo SS Innocentium","Klosterneuburg, Stiftsbibliothek 193"
"Ambrose, Sermons","Klosterneuburg, Stiftsbibliothek 193"
"Bede, Homiliae in euangelia","Klosterneuburg, Stiftsbibliothek 193"
Vita S Silvestri,"Klosterneuburg, Stiftsbibliothek 193"
Vita S Nicolai,"Klosterneuburg, Stiftsbibliothek 193"
Passio S Sebastiani,"Klosterneuburg, Stiftsbibliothek 193"
"Ps-Ambrose, Passio S Agnetis","Klosterneuburg, Stiftsbibliothek 193"
"Augustine, Sermons","Klosterneuburg, Stiftsbibliothek 193"
"Ps-Augustine, Sermons","Klosterneuburg, Stiftsbibliothek 193"
Passio S Luciae,"Klosterneuburg, Stiftsbibliothek 193"
Passio S Blasio,"Klosterneuburg, Stiftsbibliothek 193"
Passio S Agathae,"Klosterneuburg, Stiftsbibliothek 193"
Martyrdom of Matthew,"Klosterneuburg, Stiftsbibliothek 193"
Vita S Gregorii,"Klosterneuburg, Stiftsbibliothek 193"
"Gregory the Great, Vita S Benedicti","Klosterneuburg, Stiftsbibliothek 193"
Invention of the Cross,"Klosterneuburg, Stiftsbibliothek 193"
Passio S Pangratii,"Klosterneuburg, Stiftsbibliothek 193"
Passio S Barnabas,"Klosterneuburg, Stiftsbibliothek 193"
Passio S Modesti,"Klosterneuburg, Stiftsbibliothek 193"
"John Chrysostom, Sermons","Klosterneuburg, Stiftsbibliothek 193"
Passio S Margaretae,"Klosterneuburg, Stiftsbibliothek 193"
Passio S Afrae,"Klosterneuburg, Stiftsbibliothek 193"
Passio S Laurentii,"Klosterneuburg, Stiftsbibliothek 193"
"Possidius, Vita S Augustini","Klosterneuburg, Stiftsbibliothek 193"
"Peter Chrysologus, Sermons","Klosterneuburg, Stiftsbibliothek 193"
Exaltation of the Cross,"Klosterneuburg, Stiftsbibliothek 193"
"Gregory the Great, Homiliae in euangelia","Klosterneuburg, Stiftsbibliothek 193"
"Jerome, Commentarius in euangelium Matthaei","Klosterneuburg, Stiftsbibliothek 193"
Vita S Elizabethae,"Klosterneuburg, Stiftsbibliothek 193"
Gospel of Pseudo-Matthew,"Klosterneuburg, Stiftsbibliothek 193"
Passio S Dorotheae,"Klosterneuburg, Stiftsbibliothek 193"
"Sulpicius Severus, Vita S Martini","Klosterneuburg, Stiftsbibliothek 193"
Passio S Catherinae,"Klosterneuburg, Stiftsbibliothek 193"
"Ps-Bede, Sermons","Klosterneuburg, Stiftsbibliothek 193"
"Paul the Deacon, Sermons","Klosterneuburg, Stiftsbibliothek 193"
"Haymo of Auxerre, Homiliary","Munich, BSB, Clm 28189"
Hymns for Mary,"Munich, BSB, Clm 28189"
"Odo Morimundensis, Sermons","Munich, BSB, Clm 28189"
"Ps-Origen, Sermons","Munich, BSB, Clm 28189"
Gospel of Pseudo-Matthew,"Munich, BSB, Clm 28189"
Gospel of Pseudo-Matthew,"Dijon, BM 38"
Infancy Gospel of Thomas,"Dijon, BM 38"
Miracles of the Virgin,"Dijon, BM 38"
Exempla,"Dijon, BM 38"
Sermons,"Dijon, BM 38"
Quaestio animae et corporis,"Venice, BNM, lat. II. 65"
Prayers to the Virgin Mary,"Venice, BNM, lat. II. 65"
"Augustine, Sermons","Venice, BNM, lat. II. 65"
"Bernard, Sermons","Venice, BNM, lat. II. 65"
Hymn to the Cross,"Venice, BNM, lat. II. 65"
Breviary,"Venice, BNM, lat. II. 65"
Gospel of Pseudo-Matthew,"Venice, BNM, lat. II. 65"
"John Chrysostom, Sermons","Venice, BNM, lat. II. 65"
Gospel of Nicodemus,"Venice, BNM, lat. II. 65"
Questions between Christ and the Devil,"Venice, BNM, lat. II. 65"
"Bernard, Sermons","Venice, BNM, lat. II. 65"
Gospel of Pseudo-Matthew,"London, BL, Add. 11880"
Passio S Columbae,"London, BL, Add. 11880"
De obitu S Mariae,"London, BL, Add. 11880"
"Passio SS Sixti, Laurentii, et Hippolyti","London, BL, Add. 11880"
"Euticides, Litterae ad Marcellum","London, BL, Add. 11880"
Passio S Donati,"London, BL, Add. 11880"
"Passio SS Nerei, Achilei, et Domitillae","London, BL, Add. 11880"
Passio S Cypriani,"London, BL, Add. 11880"
Passio S Anastasiae,"London, BL, Add. 11880"
Vita S Corbiniani,"London, BL, Add. 11880"
Passio S Mammarii,"London, BL, Add. 11880"
Passio S Christophori,"London, BL, Add. 11880"
Vita S Radegundis,"London, BL, Add. 11880"
Passio S Felicis,"London, BL, Add. 11880"
Passio S Christinae,"London, BL, Add. 11880"
Passio S Caesarii,"London, BL, Add. 11880"
Passio S Albanii,"London, BL, Add. 11880"
"Ps-Ambrose, Passio S Agnetis","London, BL, Add. 11880"
Passio S Agathae,"London, BL, Add. 11880"
Invention of the Cross,"London, BL, Add. 11880"
Passio S Quiriaci,"London, BL, Add. 11880"
Vita S Petronillae,"London, BL, Add. 11880"
Passio SS Sulpicii et Serviliani,"London, BL, Add. 11880"
Revelatione S Stephani protomartyris,"London, BL, Add. 11880"
Passio de septem dormientibus,"London, BL, Add. 11880"
