Vita S Melani,"Montpellier, Bib. Fac. Med. 55"
Vita S Euphraxiae,"Montpellier, Bib. Fac. Med. 55"
Acts of Paul & Thecla,"Montpellier, Bib. Fac. Med. 55"
Passio S Marinae,"Montpellier, Bib. Fac. Med. 55"
Passio S Euphemiae,"Montpellier, Bib. Fac. Med. 55"
Passio B Caeciliae,"Montpellier, Bib. Fac. Med. 55"
Passio SS Valeriani et Tiburtii,"Montpellier, Bib. Fac. Med. 55"
Passio S Afrae,"Montpellier, Bib. Fac. Med. 55"
Vita S Euphrosinae,"Montpellier, Bib. Fac. Med. 55"
Passio S Eugeniae,"Montpellier, Bib. Fac. Med. 55"
Passio S Columbae,"Montpellier, Bib. Fac. Med. 55"
"Passio SS Fructuosi episcopi, Augurii, et Euloci diaconorum","Montpellier, Bib. Fac. Med. 55"
Passio S Patrocli,"Montpellier, Bib. Fac. Med. 55"
"Passio S Speosippi, Eleosippi, et Meleusippi","Montpellier, Bib. Fac. Med. 55"
Martyrum S Babillae,"Montpellier, Bib. Fac. Med. 55"
Passio S Sabinae,"Montpellier, Bib. Fac. Med. 55"
Passio S Paulae,"Montpellier, Bib. Fac. Med. 55"
Protevangelium of James,"Montpellier, Bib. Fac. Med. 55"
Passio S Dorotheae et Tiopholi,"Montpellier, Bib. Fac. Med. 55"
Passio S Iulianae,"Montpellier, Bib. Fac. Med. 55"
Passio S Marcelli,"Montpellier, Bib. Fac. Med. 55"
Passio S Privati,"Montpellier, Bib. Fac. Med. 55"
Passio S Vincentii,"Montpellier, Bib. Fac. Med. 55"
Passio S Marcelli,"Montpellier, Bib. Fac. Med. 55"
Passio S Ferreoli,"Montpellier, Bib. Fac. Med. 55"
Passio S Christophori,"Montpellier, Bib. Fac. Med. 55"
Passio SS Luceiae et Euiadae regis,"Montpellier, Bib. Fac. Med. 55"
Passio SS Eleutheri et Anthiae,"Montpellier, Bib. Fac. Med. 55"
"Martyrium SS Romani, Hisici, et Bafalei Barulae","Montpellier, Bib. Fac. Med. 55"
Passio S Benigni,"Montpellier, Bib. Fac. Med. 55"
Passio S Adriani,"Montpellier, Bib. Fac. Med. 55"
Passio S Memorii,"Montpellier, Bib. Fac. Med. 55"
"Passio SS Andochii, Tyrsi, et Felicis","Montpellier, Bib. Fac. Med. 55"
